Crime_ID,Crime_Type,Location,Date,Time,Status,Victim_Age,Victim_Gender,Suspect_Age,Suspect_Gender,Year,Month
CR00467,Assault,Connaught Place,2022-06-06,05:57,Reported,20,Other,65,Other,2022,6
CR07434,Burglary,Rohini,2023-05-08,10:12,Reported,49,Female,30,Female,2023,5
CR07528,Cybercrime,Saket,2023-05-28,15:42,Unresolved,41,Other,19,Other,2023,5
CR02619,Burglary,Hauz Khas,2020-05-05,10:22,Under Investigation,59,Other,67,Other,2020,5
CR01508,Theft,Dwarka,2022-04-19,01:31,Reported,58,Other,21,Female,2022,4
CR04104,Murder,Dwarka,2020-07-29,11:30,Unresolved,33,Other,17,Male,2020,7
CR03274,Fraud,Punjabi Bagh,2023-06-14,01:05,Resolved,72,Other,49,Other,2023,6
CR01684,Theft,Dwarka,2022-12-31,11:58,Reported,60,Other,45,Female,2022,12
CR00499,Burglary,Karol Bagh,2020-06-27,05:25,Closed,58,Female,48,Other,2020,6
CR08039,Domestic Violence,Hauz Khas,2022-12-28,05:47,Reported,28,Male,43,Female,2022,12
CR02913,Kidnapping,Connaught Place,2023-01-21,01:39,Reported,65,Female,16,Female,2023,1
CR05145,Fraud,Karol Bagh,2022-05-05,06:12,Reported,71,Male,35,Other,2022,5
CR00513,Robbery,Punjabi Bagh,2021-12-27,22:35,Under Investigation,69,Female,63,Other,2021,12
CR04329,Kidnapping,Karol Bagh,2023-02-14,05:51,Under Investigation,65,Male,56,Female,2023,2
CR07556,Cybercrime,Punjabi Bagh,2022-10-12,22:32,Reported,17,Other,59,Female,2022,10
CR08667,Kidnapping,Saket,2022-06-10,02:13,Closed,25,Other,65,Other,2022,6
CR07845,Burglary,Chandni Chowk,2021-07-01,09:32,Reported,45,Male,33,Other,2021,7
CR06271,Fraud,Karol Bagh,2020-10-26,05:16,Closed,46,Other,33,Other,2020,10
CR00921,Domestic Violence,Dwarka,2022-11-06,17:48,Reported,33,Female,17,Female,2022,11
CR09892,Murder,Connaught Place,2022-09-24,23:51,Unresolved,70,Male,64,Other,2022,9
CR03369,Cybercrime,Vasant Kunj,2023-08-10,13:03,Under Investigation,49,Male,55,Other,2023,8
CR05890,Rape,Rohini,2023-07-30,23:17,Unresolved,57,Male,18,Male,2023,7
CR04381,Theft,Connaught Place,2023-12-05,02:47,Resolved,54,Female,16,Other,2023,12
CR03184,Domestic Violence,Chandni Chowk,2022-03-06,00:00,Under Investigation,21,Other,61,Female,2022,3
CR00474,Assault,Rohini,2021-03-03,19:30,Closed,56,Male,28,Male,2021,3
CR07366,Theft,Dwarka,2023-07-18,17:26,Unresolved,58,Female,62,Male,2023,7
CR05302,Assault,Lajpat Nagar,2020-11-29,22:30,Under Investigation,53,Other,48,Other,2020,11
CR00465,Domestic Violence,Lajpat Nagar,2023-01-30,12:17,Unresolved,53,Other,39,Other,2023,1
CR01730,Rape,Lajpat Nagar,2020-05-13,19:50,Unresolved,37,Male,22,Female,2020,5
CR03698,Cybercrime,Rohini,2022-03-26,13:12,Resolved,22,Female,19,Male,2022,3
CR08588,Kidnapping,Connaught Place,2021-09-11,08:14,Resolved,56,Female,26,Female,2021,9
CR07771,Burglary,Chandni Chowk,2023-10-26,20:29,Reported,17,Other,73,Other,2023,10
CR02069,Rape,Punjabi Bagh,2022-03-24,17:01,Resolved,48,Male,24,Other,2022,3
CR06301,Assault,Karol Bagh,2020-04-02,05:57,Resolved,37,Female,33,Other,2020,4
CR00480,Robbery,Rohini,2022-03-15,20:03,Closed,49,Female,72,Female,2022,3
CR07071,Rape,Dwarka,2022-03-11,14:47,Reported,55,Female,27,Female,2022,3
CR05508,Theft,Lajpat Nagar,2020-09-19,19:42,Resolved,29,Male,26,Female,2020,9
CR08602,Fraud,Connaught Place,2023-01-29,05:03,Unresolved,38,Female,48,Female,2023,1
CR08574,Theft,Vasant Kunj,2023-05-01,03:37,Under Investigation,34,Other,57,Other,2023,5
CR09896,Rape,Karol Bagh,2020-11-19,13:20,Unresolved,20,Male,54,Male,2020,11
CR04338,Domestic Violence,Saket,2020-07-31,23:12,Closed,16,Other,58,Other,2020,7
CR03051,Theft,Rohini,2021-05-11,17:27,Under Investigation,32,Female,61,Male,2021,5
CR04140,Theft,Lajpat Nagar,2021-08-29,15:09,Reported,22,Other,21,Male,2021,8
CR05378,Kidnapping,Punjabi Bagh,2022-06-01,02:15,Closed,72,Female,31,Male,2022,6
CR06051,Domestic Violence,Connaught Place,2022-04-30,07:31,Resolved,46,Female,31,Female,2022,4
CR04649,Fraud,Lajpat Nagar,2023-01-19,00:43,Closed,65,Other,64,Male,2023,1
CR04619,Kidnapping,Rohini,2020-06-05,01:47,Under Investigation,31,Male,34,Other,2020,6
CR06720,Robbery,Chandni Chowk,2020-09-10,02:25,Unresolved,24,Other,35,Other,2020,9
CR09042,Kidnapping,Chandni Chowk,2021-09-18,09:14,Reported,49,Male,52,Other,2021,9
CR02017,Robbery,Rohini,2022-12-01,01:13,Reported,65,Other,30,Female,2022,12
CR01349,Theft,Rohini,2021-10-01,19:10,Resolved,44,Male,71,Male,2021,10
CR03883,Burglary,Dwarka,2020-12-13,21:57,Under Investigation,20,Male,44,Other,2020,12
CR06647,Theft,Dwarka,2023-02-07,03:45,Under Investigation,15,Female,35,Female,2023,2
CR02865,Fraud,Punjabi Bagh,2022-09-26,07:14,Unresolved,20,Other,74,Male,2022,9
CR07672,Kidnapping,Dwarka,2021-01-12,13:20,Resolved,54,Other,15,Other,2021,1
CR08355,Murder,Lajpat Nagar,2020-04-23,18:50,Under Investigation,25,Male,31,Female,2020,4
CR01692,Rape,Hauz Khas,2020-08-05,22:15,Reported,45,Male,16,Female,2020,8
CR03524,Fraud,Punjabi Bagh,2022-08-17,06:33,Reported,27,Female,34,Other,2022,8
CR06483,Fraud,Lajpat Nagar,2021-12-19,22:01,Under Investigation,41,Female,58,Female,2021,12
CR03547,Theft,Karol Bagh,2023-03-25,10:33,Closed,23,Other,17,Female,2023,3
CR01606,Murder,Hauz Khas,2023-06-17,02:11,Unresolved,51,Female,68,Other,2023,6
CR02629,Rape,Saket,2022-09-16,01:29,Under Investigation,67,Female,25,Male,2022,9
CR03686,Burglary,Connaught Place,2020-04-07,21:47,Under Investigation,53,Other,37,Female,2020,4
CR04961,Domestic Violence,Rohini,2022-06-13,13:38,Closed,45,Other,53,Other,2022,6
CR00714,Kidnapping,Saket,2020-11-18,13:36,Unresolved,73,Other,15,Male,2020,11
CR05763,Burglary,Dwarka,2021-04-06,14:15,Resolved,24,Male,28,Male,2021,4
CR08324,Rape,Hauz Khas,2021-12-24,13:11,Under Investigation,56,Other,44,Male,2021,12
CR02522,Robbery,Lajpat Nagar,2024-01-01,20:27,Closed,67,Other,25,Male,2024,1
CR05851,Murder,Punjabi Bagh,2022-05-18,13:49,Under Investigation,15,Male,33,Female,2022,5
CR09360,Burglary,Punjabi Bagh,2020-04-23,16:28,Unresolved,56,Other,20,Female,2020,4
CR04755,Theft,Connaught Place,2021-02-11,07:31,Unresolved,48,Female,70,Other,2021,2
CR08016,Kidnapping,Dwarka,2021-02-10,05:31,Under Investigation,44,Male,62,Female,2021,2
CR09757,Kidnapping,Hauz Khas,2021-08-12,05:55,Unresolved,45,Other,65,Female,2021,8
CR07132,Theft,Saket,2022-10-01,00:10,Under Investigation,43,Other,45,Male,2022,10
CR09706,Rape,Hauz Khas,2020-02-01,19:39,Under Investigation,19,Other,30,Female,2020,2
CR08126,Robbery,Saket,2021-02-17,05:26,Unresolved,68,Male,39,Female,2021,2
CR01616,Cybercrime,Connaught Place,2020-09-12,15:22,Under Investigation,53,Other,43,Female,2020,9
CR02955,Theft,Hauz Khas,2022-12-24,12:10,Closed,47,Male,73,Female,2022,12
CR06557,Cybercrime,Chandni Chowk,2021-01-04,02:17,Unresolved,62,Male,27,Other,2021,1
CR01446,Murder,Vasant Kunj,2021-07-10,16:30,Unresolved,64,Male,68,Other,2021,7
CR06503,Rape,Dwarka,2021-05-28,00:03,Under Investigation,54,Other,19,Male,2021,5
CR01020,Fraud,Saket,2023-12-11,04:43,Unresolved,57,Male,55,Female,2023,12
CR00705,Assault,Lajpat Nagar,2020-09-27,19:25,Unresolved,23,Other,47,Male,2020,9
CR09286,Rape,Lajpat Nagar,2020-04-16,20:48,Reported,17,Male,42,Male,2020,4
CR06399,Domestic Violence,Lajpat Nagar,2021-10-12,12:52,Under Investigation,60,Female,73,Female,2021,10
CR06014,Fraud,Dwarka,2020-01-27,03:53,Under Investigation,35,Male,68,Other,2020,1
CR02325,Assault,Chandni Chowk,2023-01-25,03:24,Reported,33,Other,36,Female,2023,1
CR02286,Burglary,Saket,2021-10-19,10:34,Reported,44,Other,44,Male,2021,10
CR06302,Fraud,Dwarka,2022-02-11,23:25,Under Investigation,52,Other,61,Other,2022,2
CR08631,Theft,Punjabi Bagh,2023-10-13,15:33,Reported,56,Other,57,Female,2023,10
CR01566,Kidnapping,Rohini,2021-09-19,14:10,Resolved,67,Other,44,Female,2021,9
CR00908,Burglary,Hauz Khas,2020-09-28,03:25,Closed,38,Male,45,Male,2020,9
CR04829,Murder,Punjabi Bagh,2021-11-02,23:38,Reported,59,Male,45,Male,2021,11
CR05551,Robbery,Connaught Place,2023-07-14,12:27,Resolved,67,Other,18,Female,2023,7
CR03529,Kidnapping,Chandni Chowk,2020-06-24,12:57,Closed,69,Other,19,Other,2020,6
CR04956,Kidnapping,Rohini,2020-05-13,15:15,Reported,23,Other,43,Other,2020,5
CR09832,Assault,Chandni Chowk,2022-03-14,00:20,Unresolved,33,Female,26,Female,2022,3
CR08031,Kidnapping,Connaught Place,2020-04-12,02:18,Resolved,70,Other,62,Male,2020,4
CR06264,Cybercrime,Chandni Chowk,2020-11-21,02:06,Unresolved,56,Other,19,Male,2020,11
CR08493,Domestic Violence,Vasant Kunj,2022-06-14,06:14,Unresolved,43,Female,58,Other,2022,6
CR02107,Fraud,Saket,2021-03-23,08:27,Under Investigation,22,Female,63,Female,2021,3
CR06165,Domestic Violence,Connaught Place,2023-08-02,10:47,Reported,35,Male,74,Other,2023,8
CR04414,Robbery,Vasant Kunj,2021-07-26,13:58,Under Investigation,20,Female,31,Female,2021,7
CR00594,Robbery,Dwarka,2022-11-24,21:07,Reported,65,Other,63,Other,2022,11
CR01558,Assault,Rohini,2022-01-18,07:16,Resolved,62,Female,56,Female,2022,1
CR07991,Kidnapping,Saket,2022-05-23,00:51,Closed,71,Male,57,Female,2022,5
CR00440,Kidnapping,Dwarka,2020-06-27,11:49,Resolved,47,Other,15,Other,2020,6
CR07977,Rape,Chandni Chowk,2020-10-26,16:10,Resolved,19,Other,71,Male,2020,10
CR09112,Cybercrime,Dwarka,2020-07-29,22:20,Resolved,26,Male,62,Other,2020,7
CR04028,Kidnapping,Chandni Chowk,2021-05-03,06:00,Under Investigation,37,Male,46,Other,2021,5
CR06693,Theft,Rohini,2020-03-04,22:42,Under Investigation,54,Other,18,Female,2020,3
CR04779,Fraud,Vasant Kunj,2020-11-24,20:19,Unresolved,49,Male,43,Other,2020,11
CR05456,Murder,Saket,2023-04-09,03:32,Reported,59,Female,62,Male,2023,4
CR06282,Kidnapping,Hauz Khas,2020-08-22,16:26,Unresolved,16,Other,40,Male,2020,8
CR00010,Robbery,Punjabi Bagh,2023-02-18,08:10,Unresolved,35,Other,39,Other,2023,2
CR07247,Robbery,Punjabi Bagh,2020-11-28,19:08,Closed,56,Male,27,Other,2020,11
CR09095,Fraud,Rohini,2021-05-23,01:42,Under Investigation,38,Female,41,Other,2021,5
CR06041,Murder,Chandni Chowk,2023-07-05,01:45,Closed,53,Male,26,Male,2023,7
CR08929,Fraud,Saket,2022-12-17,12:13,Unresolved,61,Male,29,Male,2022,12
CR04271,Murder,Vasant Kunj,2022-07-29,22:18,Reported,73,Other,50,Male,2022,7
CR00093,Domestic Violence,Punjabi Bagh,2023-07-04,17:28,Resolved,69,Female,35,Other,2023,7
CR02320,Fraud,Dwarka,2022-12-31,12:36,Under Investigation,31,Male,57,Female,2022,12
CR08764,Burglary,Connaught Place,2022-05-20,08:57,Under Investigation,45,Other,71,Female,2022,5
CR02215,Assault,Vasant Kunj,2023-06-26,22:48,Under Investigation,38,Male,64,Female,2023,6
CR09232,Kidnapping,Dwarka,2022-09-03,11:35,Closed,71,Other,40,Other,2022,9
CR05589,Burglary,Rohini,2023-11-01,17:25,Reported,31,Male,28,Other,2023,11
CR05512,Burglary,Rohini,2021-06-13,02:58,Unresolved,28,Female,25,Other,2021,6
CR04787,Murder,Saket,2020-12-25,00:43,Under Investigation,74,Other,62,Other,2020,12
CR09977,Robbery,Dwarka,2022-01-18,20:47,Under Investigation,34,Other,37,Male,2022,1
CR00292,Robbery,Lajpat Nagar,2022-04-29,23:28,Resolved,48,Other,40,Female,2022,4
CR00788,Kidnapping,Punjabi Bagh,2021-04-07,16:21,Under Investigation,62,Male,49,Other,2021,4
CR08167,Domestic Violence,Chandni Chowk,2023-11-16,18:11,Reported,27,Male,44,Male,2023,11
CR04337,Theft,Saket,2023-07-23,08:12,Reported,59,Other,56,Other,2023,7
CR03615,Murder,Connaught Place,2021-06-12,20:55,Resolved,70,Female,60,Male,2021,6
CR08211,Kidnapping,Chandni Chowk,2020-08-31,19:25,Reported,28,Other,63,Female,2020,8
CR04484,Burglary,Connaught Place,2023-06-21,20:47,Closed,29,Female,48,Male,2023,6
CR03006,Robbery,Rohini,2021-05-30,10:13,Resolved,54,Female,31,Female,2021,5
CR05170,Burglary,Connaught Place,2022-02-07,16:44,Reported,28,Female,17,Male,2022,2
CR06935,Assault,Karol Bagh,2020-02-25,19:13,Unresolved,44,Male,72,Other,2020,2
CR03061,Burglary,Hauz Khas,2021-06-26,12:59,Unresolved,23,Female,48,Male,2021,6
CR02122,Fraud,Rohini,2023-02-07,02:09,Unresolved,27,Male,50,Male,2023,2
CR08694,Theft,Punjabi Bagh,2020-05-04,00:14,Closed,38,Male,64,Other,2020,5
CR01318,Domestic Violence,Chandni Chowk,2023-05-20,15:47,Under Investigation,20,Other,48,Male,2023,5
CR02724,Murder,Chandni Chowk,2020-09-06,19:58,Closed,73,Male,70,Other,2020,9
CR09276,Assault,Hauz Khas,2022-09-08,08:50,Unresolved,41,Female,33,Other,2022,9
CR05206,Kidnapping,Hauz Khas,2022-06-21,21:06,Reported,71,Male,41,Female,2022,6
CR09715,Fraud,Saket,2023-02-01,01:31,Resolved,27,Female,26,Female,2023,2
CR05137,Cybercrime,Connaught Place,2021-12-14,13:16,Unresolved,48,Female,29,Female,2021,12
CR05983,Burglary,Hauz Khas,2022-10-31,12:37,Reported,73,Other,17,Other,2022,10
CR05682,Fraud,Dwarka,2021-06-21,16:45,Resolved,62,Male,72,Male,2021,6
CR03520,Burglary,Chandni Chowk,2022-04-10,12:07,Under Investigation,72,Other,20,Female,2022,4
CR09082,Cybercrime,Lajpat Nagar,2020-01-21,09:08,Unresolved,39,Female,58,Female,2020,1
CR07822,Kidnapping,Dwarka,2020-05-19,09:13,Unresolved,67,Other,17,Male,2020,5
CR08776,Kidnapping,Punjabi Bagh,2022-05-19,05:03,Unresolved,67,Male,29,Female,2022,5
CR09332,Domestic Violence,Lajpat Nagar,2020-01-30,19:13,Reported,51,Other,56,Male,2020,1
CR09390,Theft,Punjabi Bagh,2022-02-17,01:02,Unresolved,28,Female,16,Male,2022,2
CR09077,Rape,Rohini,2023-12-20,09:37,Under Investigation,26,Male,55,Male,2023,12
CR04715,Murder,Hauz Khas,2023-06-21,20:09,Resolved,38,Female,50,Male,2023,6
CR08223,Kidnapping,Connaught Place,2022-02-08,17:19,Resolved,40,Male,45,Other,2022,2
CR02680,Theft,Vasant Kunj,2022-10-30,22:46,Unresolved,65,Male,72,Female,2022,10
CR04759,Domestic Violence,Dwarka,2020-04-15,00:38,Closed,73,Other,55,Other,2020,4
CR08923,Domestic Violence,Punjabi Bagh,2020-12-18,17:19,Closed,39,Female,30,Female,2020,12
CR05852,Kidnapping,Karol Bagh,2023-02-14,07:26,Closed,70,Other,40,Other,2023,2
CR03247,Kidnapping,Hauz Khas,2020-09-20,15:05,Unresolved,61,Female,60,Other,2020,9
CR03949,Rape,Punjabi Bagh,2020-07-25,04:41,Resolved,20,Female,30,Other,2020,7
CR04120,Theft,Dwarka,2023-05-23,06:41,Under Investigation,33,Female,20,Other,2023,5
CR08074,Fraud,Rohini,2022-05-18,21:29,Under Investigation,21,Other,18,Other,2022,5
CR07359,Rape,Connaught Place,2020-07-27,07:42,Closed,29,Male,33,Male,2020,7
CR06825,Domestic Violence,Rohini,2021-02-23,11:37,Under Investigation,72,Male,19,Other,2021,2
CR04993,Kidnapping,Vasant Kunj,2021-04-03,22:45,Closed,57,Other,59,Other,2021,4
CR07169,Robbery,Hauz Khas,2022-02-12,05:36,Under Investigation,49,Female,58,Male,2022,2
CR04291,Murder,Rohini,2021-04-21,16:50,Reported,20,Other,59,Male,2021,4
CR00837,Kidnapping,Dwarka,2020-11-01,05:28,Resolved,73,Other,32,Female,2020,11
CR07273,Cybercrime,Karol Bagh,2022-08-13,19:29,Closed,41,Other,28,Male,2022,8
CR07547,Cybercrime,Vasant Kunj,2020-03-23,22:18,Closed,25,Male,38,Female,2020,3
CR04226,Domestic Violence,Rohini,2021-08-24,14:05,Under Investigation,63,Male,26,Female,2021,8
CR07225,Assault,Lajpat Nagar,2023-05-20,10:09,Resolved,44,Other,52,Male,2023,5
CR00227,Kidnapping,Chandni Chowk,2023-03-07,22:27,Resolved,38,Female,54,Male,2023,3
CR04202,Domestic Violence,Dwarka,2023-06-23,22:36,Under Investigation,46,Female,24,Other,2023,6
CR03458,Domestic Violence,Rohini,2020-06-24,18:37,Resolved,46,Other,54,Other,2020,6
CR06177,Rape,Rohini,2021-06-17,15:37,Unresolved,36,Female,33,Other,2021,6
CR04075,Fraud,Connaught Place,2023-03-09,08:11,Resolved,70,Other,23,Male,2023,3
CR08383,Burglary,Connaught Place,2022-08-20,16:55,Resolved,55,Other,54,Female,2022,8
CR07250,Cybercrime,Lajpat Nagar,2023-01-29,20:37,Closed,65,Male,41,Female,2023,1
CR06435,Domestic Violence,Dwarka,2023-07-19,13:10,Resolved,60,Male,44,Male,2023,7
CR03208,Rape,Vasant Kunj,2021-05-22,23:49,Unresolved,60,Male,18,Female,2021,5
CR05009,Murder,Vasant Kunj,2022-10-28,00:35,Resolved,51,Female,35,Male,2022,10
CR02820,Rape,Hauz Khas,2022-11-02,17:27,Unresolved,24,Female,24,Male,2022,11
CR07110,Domestic Violence,Punjabi Bagh,2022-06-04,16:25,Under Investigation,51,Female,27,Other,2022,6
CR05758,Rape,Hauz Khas,2022-05-16,13:45,Reported,58,Other,53,Female,2022,5
CR09209,Murder,Hauz Khas,2020-12-22,18:04,Unresolved,37,Female,16,Male,2020,12
CR00157,Burglary,Saket,2020-02-01,08:52,Reported,26,Other,30,Female,2020,2
CR04209,Burglary,Punjabi Bagh,2020-10-18,20:02,Closed,58,Other,30,Female,2020,10
CR07585,Assault,Hauz Khas,2020-10-22,08:00,Reported,42,Other,50,Other,2020,10
CR04253,Kidnapping,Saket,2020-12-12,14:11,Resolved,52,Male,29,Female,2020,12
CR08414,Murder,Rohini,2021-11-09,18:35,Under Investigation,19,Other,40,Female,2021,11
CR01441,Murder,Lajpat Nagar,2021-02-13,09:34,Closed,36,Female,71,Other,2021,2
CR07677,Domestic Violence,Karol Bagh,2021-05-29,03:38,Unresolved,29,Female,30,Other,2021,5
CR04847,Rape,Rohini,2022-01-26,15:01,Under Investigation,33,Female,70,Female,2022,1
CR08097,Fraud,Dwarka,2020-02-12,13:34,Resolved,36,Male,31,Other,2020,2
CR00700,Kidnapping,Saket,2021-10-13,13:29,Reported,17,Other,49,Other,2021,10
CR04706,Assault,Vasant Kunj,2023-11-19,14:23,Closed,31,Other,17,Other,2023,11
CR01670,Murder,Karol Bagh,2021-11-19,04:18,Closed,26,Male,55,Female,2021,11
CR05503,Burglary,Karol Bagh,2022-11-26,07:06,Reported,64,Male,44,Female,2022,11
CR05920,Assault,Dwarka,2022-05-18,10:24,Under Investigation,50,Male,45,Female,2022,5
CR08490,Kidnapping,Dwarka,2023-09-01,22:50,Under Investigation,45,Other,49,Male,2023,9
CR03312,Burglary,Hauz Khas,2021-05-15,02:13,Reported,31,Other,36,Other,2021,5
CR09490,Rape,Vasant Kunj,2023-05-13,03:36,Reported,25,Male,33,Male,2023,5
CR09868,Rape,Dwarka,2023-12-11,02:40,Reported,41,Female,19,Male,2023,12
CR04786,Kidnapping,Rohini,2021-12-21,23:12,Under Investigation,65,Male,53,Female,2021,12
CR09643,Theft,Karol Bagh,2021-06-15,11:00,Reported,62,Female,52,Female,2021,6
CR06987,Kidnapping,Chandni Chowk,2021-08-15,05:41,Unresolved,36,Other,15,Other,2021,8
CR06653,Theft,Rohini,2020-02-04,09:23,Closed,70,Female,48,Male,2020,2
CR08536,Domestic Violence,Karol Bagh,2020-08-18,13:14,Reported,56,Female,74,Female,2020,8
CR04792,Cybercrime,Vasant Kunj,2020-12-30,08:33,Reported,41,Male,23,Female,2020,12
CR05478,Cybercrime,Rohini,2022-06-04,04:16,Reported,51,Female,37,Other,2022,6
CR06092,Theft,Saket,2021-01-06,08:25,Under Investigation,72,Other,52,Male,2021,1
CR07201,Assault,Saket,2022-07-26,13:15,Reported,61,Other,48,Other,2022,7
CR05830,Assault,Hauz Khas,2021-12-01,01:20,Resolved,64,Male,39,Female,2021,12
CR04048,Fraud,Lajpat Nagar,2022-12-27,16:50,Under Investigation,25,Other,48,Male,2022,12
CR07281,Assault,Connaught Place,2020-06-04,18:56,Closed,26,Female,30,Female,2020,6
CR04447,Kidnapping,Saket,2021-01-30,18:55,Under Investigation,19,Male,19,Female,2021,1
CR02932,Kidnapping,Dwarka,2021-06-14,11:47,Resolved,23,Other,60,Male,2021,6
CR08513,Theft,Karol Bagh,2020-08-19,14:16,Reported,24,Other,65,Male,2020,8
CR02554,Robbery,Dwarka,2023-11-14,16:14,Closed,35,Other,39,Female,2023,11
CR06463,Murder,Karol Bagh,2020-09-12,00:18,Reported,48,Other,59,Male,2020,9
CR03692,Cybercrime,Vasant Kunj,2021-10-17,11:31,Closed,55,Female,35,Other,2021,10
CR01402,Fraud,Dwarka,2020-01-30,20:30,Reported,72,Other,27,Male,2020,1
CR01543,Fraud,Dwarka,2020-04-29,10:36,Reported,23,Male,74,Other,2020,4
CR05927,Rape,Dwarka,2020-11-19,01:47,Resolved,25,Other,71,Other,2020,11
CR07889,Domestic Violence,Dwarka,2023-12-10,20:09,Under Investigation,15,Other,24,Other,2023,12
CR04148,Rape,Rohini,2021-09-28,01:13,Resolved,41,Female,32,Other,2021,9
CR07652,Burglary,Punjabi Bagh,2021-04-15,19:52,Under Investigation,61,Female,33,Other,2021,4
CR07955,Domestic Violence,Punjabi Bagh,2020-07-27,14:43,Under Investigation,62,Male,19,Female,2020,7
CR08083,Cybercrime,Hauz Khas,2020-01-14,12:51,Unresolved,28,Other,64,Other,2020,1
CR01722,Domestic Violence,Vasant Kunj,2022-02-08,13:40,Unresolved,21,Male,52,Male,2022,2
CR06487,Rape,Connaught Place,2022-11-26,05:40,Under Investigation,34,Female,68,Male,2022,11
CR02464,Kidnapping,Karol Bagh,2022-01-26,09:35,Reported,44,Other,58,Female,2022,1
CR04250,Fraud,Punjabi Bagh,2021-03-03,23:34,Closed,57,Other,50,Female,2021,3
CR09448,Burglary,Hauz Khas,2023-09-01,07:13,Resolved,61,Female,71,Female,2023,9
CR03649,Fraud,Karol Bagh,2020-10-24,03:29,Reported,48,Other,51,Male,2020,10
CR08361,Cybercrime,Connaught Place,2021-04-13,01:47,Closed,41,Male,52,Male,2021,4
CR00603,Burglary,Connaught Place,2020-04-04,14:31,Resolved,50,Male,31,Female,2020,4
CR02615,Rape,Connaught Place,2020-07-20,02:10,Under Investigation,67,Female,33,Female,2020,7
CR02270,Rape,Saket,2022-03-26,22:14,Closed,61,Other,36,Male,2022,3
CR03130,Murder,Lajpat Nagar,2021-11-09,07:30,Reported,64,Female,58,Female,2021,11
CR07530,Assault,Dwarka,2022-07-13,03:09,Under Investigation,41,Other,73,Other,2022,7
CR00393,Domestic Violence,Karol Bagh,2023-06-29,23:13,Unresolved,72,Male,65,Other,2023,6
CR05856,Rape,Rohini,2023-01-07,19:07,Reported,55,Male,32,Female,2023,1
CR02319,Murder,Vasant Kunj,2020-01-25,17:23,Under Investigation,73,Male,68,Other,2020,1
CR03928,Murder,Chandni Chowk,2021-11-04,08:55,Reported,71,Male,28,Female,2021,11
CR06335,Cybercrime,Vasant Kunj,2023-04-16,04:01,Resolved,66,Other,25,Other,2023,4
CR04505,Kidnapping,Lajpat Nagar,2023-02-13,04:04,Closed,62,Other,17,Other,2023,2
CR00095,Domestic Violence,Connaught Place,2023-02-02,17:12,Under Investigation,24,Male,49,Other,2023,2
CR05344,Robbery,Connaught Place,2022-05-23,14:46,Under Investigation,57,Male,38,Female,2022,5
CR02128,Robbery,Saket,2020-07-30,14:08,Under Investigation,59,Other,18,Other,2020,7
CR08731,Cybercrime,Lajpat Nagar,2021-10-17,14:49,Closed,70,Female,55,Female,2021,10
CR07228,Burglary,Karol Bagh,2023-02-19,23:04,Closed,65,Other,27,Other,2023,2
CR04190,Robbery,Saket,2022-10-01,20:50,Closed,34,Female,45,Other,2022,10
CR03015,Burglary,Lajpat Nagar,2023-10-06,22:46,Unresolved,53,Male,36,Female,2023,10
CR08177,Robbery,Saket,2021-09-28,20:53,Unresolved,18,Female,28,Female,2021,9
CR07934,Assault,Hauz Khas,2020-08-27,16:40,Unresolved,71,Male,55,Female,2020,8
CR02609,Assault,Chandni Chowk,2021-09-30,11:43,Unresolved,44,Female,49,Male,2021,9
CR07303,Kidnapping,Chandni Chowk,2022-03-09,23:42,Resolved,55,Male,68,Male,2022,3
CR04436,Fraud,Saket,2020-10-29,08:27,Under Investigation,67,Male,38,Male,2020,10
CR09003,Domestic Violence,Karol Bagh,2020-03-07,13:38,Resolved,61,Male,69,Other,2020,3
CR06912,Robbery,Karol Bagh,2021-02-28,18:14,Under Investigation,39,Other,38,Other,2021,2
CR05627,Rape,Chandni Chowk,2021-08-21,05:32,Resolved,53,Male,69,Female,2021,8
CR09151,Murder,Rohini,2022-05-18,12:51,Reported,17,Other,72,Other,2022,5
CR03125,Murder,Vasant Kunj,2023-04-12,03:27,Resolved,72,Male,59,Male,2023,4
CR09852,Robbery,Punjabi Bagh,2023-03-31,16:31,Reported,58,Other,41,Female,2023,3
CR03886,Assault,Vasant Kunj,2022-08-14,12:57,Closed,44,Male,29,Male,2022,8
CR09886,Robbery,Dwarka,2020-05-13,16:22,Reported,49,Male,38,Male,2020,5
CR07897,Rape,Saket,2020-09-07,19:27,Reported,55,Male,52,Other,2020,9
CR01631,Theft,Rohini,2020-05-13,23:15,Unresolved,21,Male,27,Other,2020,5
CR02098,Kidnapping,Rohini,2020-10-06,07:06,Resolved,66,Other,61,Other,2020,10
CR09291,Domestic Violence,Saket,2022-03-23,16:15,Unresolved,36,Male,51,Other,2022,3
CR03424,Assault,Punjabi Bagh,2021-09-16,13:32,Closed,63,Male,20,Male,2021,9
CR02478,Murder,Karol Bagh,2023-12-08,21:55,Under Investigation,58,Female,61,Male,2023,12
CR05506,Rape,Hauz Khas,2023-06-28,05:48,Unresolved,38,Other,73,Male,2023,6
CR04080,Kidnapping,Vasant Kunj,2020-01-08,18:42,Resolved,67,Female,29,Female,2020,1
CR05652,Assault,Saket,2022-08-05,08:08,Reported,62,Male,72,Female,2022,8
CR03307,Cybercrime,Lajpat Nagar,2020-01-17,16:33,Under Investigation,48,Male,52,Male,2020,1
CR01355,Cybercrime,Vasant Kunj,2023-08-07,20:42,Under Investigation,61,Other,15,Female,2023,8
